,SDNN,RMSSD,ulf,vlf,lf,hf,lfhf,SD1,SD2,SD1SD2,ApEn,Subject,Interface,Autonomy Level,Raw Label,Weighted Label
1,28.844410200000002,26.608269399999998,5.43425691,67.08917629999999,231.95098399999998,462.34243499999997,0.5,18.956089600000002,36.1201698,0.524806215,-0.287682072,u04,Sip-n-puff,A0,Low,Low
2,18.761663000000002,25.455844100000004,1.67735889,20.4987799,52.7376505,143.263053,0.37,18.330302800000002,19.183326100000002,0.955533086,-0.287682072,u04,Sip-n-puff,A0,Low,Low
3,10.3537433,16.8522995,0.0176472516,0.226879455,2.87100302,63.606810200000005,0.05,13.735598499999998,5.0728032999999995,2.70769389,-0.287682072,u04,Sip-n-puff,A0,Low,Low
4,27.7896863,40.634960299999996,2.16676798,26.387692200000004,75.5534061,353.94280499999996,0.21,30.8804145,24.3091204,1.27032217,-0.22314355100000002,u04,Sip-n-puff,A0,Low,Low
5,53.406616299999996,49.412549,22.6907272,278.641721,876.2310550000001,1624.7052,0.54,33.0212053,67.92741219999999,0.48612488299999995,-0.22314355100000002,u04,Sip-n-puff,A0,Low,Low
6,52.743404000000005,51.6913919,21.5354171,267.81299900000005,970.649466,1664.25512,0.58,39.7492138,63.116822899999995,0.6297720960000001,-0.22314355100000002,u04,Sip-n-puff,A0,Low,Low
7,57.83655129999999,53.873926899999994,34.002616100000004,420.78638499999994,1360.38365,1551.68681,0.88,39.0179446,71.8869483,0.542768131,-0.22314355100000002,u04,Sip-n-puff,A0,Low,Low
8,51.7017085,57.3271314,12.3232117,151.795057,618.480609,1310.79236,0.47,43.331282,58.89425550000001,0.7357471729999999,-0.22314355100000002,u04,Sip-n-puff,A0,Low,Low
9,42.085627,44.362146,15.0016046,184.634388,545.6420860000001,670.867568,0.81,29.348480900000002,51.7790176,0.566802583,-0.287682072,u04,Sip-n-puff,A0,Low,Low
10,47.7828421,40.348482000000004,20.8500419,257.83027999999996,831.613949,1212.8514,0.69,28.130647600000003,61.441571200000006,0.457843884,-0.287682072,u04,Sip-n-puff,A0,Low,Low
